SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100123,0,Cash loans,F,N,N,0,103500,675000,19737,675000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.020246,-23719,-8466,-3917,-4036,,1,1,1,1,0,0,Security staff,1,3,3,SATURDAY,16,0,0,0,0,0,0,Medicine,,0.399366076,0.673830078,0.0567,0.0629,0.9732,0.6328,0.0484,0,0.1034,0.1667,0.2083,0.0314,0.042,0.0308,0.0193,0.0148,0.0578,0.0652,0.9732,0.6472,0.0488,0,0.1034,0.1667,0.2083,0.0322,0.0459,0.0321,0.0195,0.0156,0.0573,0.0629,0.9732,0.6377,0.0487,0,0.1034,0.1667,0.2083,0.032,0.0428,0.0313,0.0194,0.0151,reg oper account,block of flats,0.0396,"Stone, brick",No,0,0,0,0,-1689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100124,0,Cash loans,M,N,Y,0,225000,448272,28647,396000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.072508,-24051,365243,-7040,-4053,,1,0,0,1,1,1,,1,1,1,WEDNESDAY,17,0,0,0,0,0,0,XNA,,0.710317857,0.554946769,0.2959,0.1785,0.9786,0.7076,0,0.32,0.2759,0.3333,0.375,0,0.2412,0.2693,0,0.0061,0.3015,0.1853,0.9786,0.719,0,0.3222,0.2759,0.3333,0.375,0,0.2635,0.2805,0,0.0064,0.2987,0.1785,0.9786,0.7115,0,0.32,0.2759,0.3333,0.375,0,0.2454,0.2741,0,0.0062,reg oper account,block of flats,0.2131,Panel,No,0,0,0,0,-1080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
100125,0,Cash loans,F,N,N,0,126000,263686.5,26208,238500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009549,-21613,365243,-2376,-2434,,1,0,0,1,1,0,,2,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.571330583,0.554946769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100126,0,Revolving loans,M,N,Y,2,135000,180000,9000,180000,Family,Working,Secondary / secondary special,Married,House / apartment,0.04622,-12900,-782,-2124,-3888,,1,1,1,1,0,0,,4,1,1,FRIDAY,21,0,0,0,0,1,1,Transport: type 4,,0.705093328,0.574446617,0.0165,0.0309,0.9732,,,,0.069,0.0417,,,,0.0126,,,0.0168,0.0321,0.9732,,,,0.069,0.0417,,,,0.0131,,,0.0167,0.0309,0.9732,,,,0.069,0.0417,,,,0.0128,,,,block of flats,0.0099,"Stone, brick",No,1,1,1,1,-1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100127,0,Cash loans,M,N,Y,0,112500,52128,5341.5,45000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.02461,-21341,365243,-10150,-1403,,1,0,0,1,1,0,,2,2,2,FRIDAY,7,0,0,0,0,0,0,XNA,,0.687003445,,0.0742,0,0.9861,0.8096,,0.08,0.069,0.3333,0.0417,0.0435,0.0605,0.0736,0,0,0.0756,0,0.9861,0.8171,,0.0806,0.069,0.3333,0.0417,0.0445,0.0661,0.0766,0,0,0.0749,0,0.9861,0.8121,,0.08,0.069,0.3333,0.0417,0.0443,0.0616,0.0749,0,0,reg oper account,block of flats,0.0766,Panel,No,0,0,0,0,-2279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100129,0,Revolving loans,F,Y,Y,1,85500,135000,6750,135000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018029,-9415,-225,-4066,-2104,5,1,1,0,0,0,0,,3,3,2,MONDAY,8,0,0,0,0,0,0,Business Entity Type 1,0.479544145,0.61020729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100130,1,Cash loans,F,N,Y,1,157500,723996,30802.5,585000,Unaccompanied,Commercial associate,Incomplete higher,Separated,House / apartment,0.007274,-10526,-267,-387,-3190,,1,1,0,1,1,0,Sales staff,2,2,2,SUNDAY,12,0,1,1,0,1,1,Trade: type 2,,0.282069491,0.12064103,0.1485,0.0604,0.9881,0.8368,0.0882,0.04,0.0345,0.3333,0.375,0.1368,0.1202,0.1012,0.0039,0.0027,0.1513,0.0627,0.9881,0.8432,0.089,0.0403,0.0345,0.3333,0.375,0.1399,0.1313,0.1055,0.0039,0.0029,0.1499,0.0604,0.9881,0.839,0.0888,0.04,0.0345,0.3333,0.375,0.1392,0.1223,0.103,0.0039,0.0028,reg oper account,block of flats,0.1284,"Stone, brick",No,0,0,0,0,-56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100131,0,Cash loans,F,N,Y,0,270000,891072,45625.5,720000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-13830,-1169,-7953,-4802,,1,1,0,1,0,0,Realty agents,1,1,1,THURSDAY,15,0,0,0,0,0,0,Other,0.339402608,0.707972474,0.452533559,0.1423,0.0785,0.9841,0.7824,0.2632,0.24,0.1034,0.4583,0.5,0.0216,0.111,0.1627,0.0232,0.0479,0.145,0.0814,0.9841,0.7909,0.2656,0.2417,0.1034,0.4583,0.5,0.0221,0.1212,0.1695,0.0233,0.0507,0.1436,0.0785,0.9841,0.7853,0.2649,0.24,0.1034,0.4583,0.5,0.022,0.1129,0.1656,0.0233,0.0489,reg oper account,block of flats,0.1439,Panel,No,2,1,2,1,-734,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100132,0,Cash loans,F,N,Y,0,202500,1136439,73611,1089000,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.032561,-23656,-968,-14666,-4456,,1,1,0,1,1,0,Cleaning staff,1,1,1,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 2,0.774880167,0.711288807,0.597192427,0.332,,0.9801,,,0.36,0.3103,0.3333,,0.2208,,0.3263,,0.0478,0.3382,,0.9801,,,0.3625,0.3103,0.3333,,0.2259,,0.34,,0.0506,0.3352,,0.9801,,,0.36,0.3103,0.3333,,0.2247,,0.3322,,0.0488,,block of flats,0.267,Panel,No,0,0,0,0,-905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100133,0,Cash loans,F,N,N,0,67500,384048,18810,270000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.002134,-9207,-1043,-4069,-1882,,1,1,0,1,0,0,Core staff,2,3,3,WEDNESDAY,10,0,0,0,0,1,1,Government,0.548646966,0.31675488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100134,0,Revolving loans,F,N,N,0,202500,180000,9000,180000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-10085,-465,-9649,-1666,,1,1,0,0,0,0,Secretaries,2,2,2,MONDAY,17,0,0,0,0,0,0,Medicine,0.329185781,0.749240836,0.694092643,,,0.9816,,,,,,,,,0.2365,,,,,0.9816,,,,,,,,,0.2464,,,,,0.9816,,,,,,,,,0.2407,,,,,0.2688,,No,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100135,0,Cash loans,M,N,Y,0,135000,391194,26271,319500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00733,-19829,-215,-4730,-3368,,1,1,0,1,0,0,Laborers,2,2,2,SATURDAY,10,1,1,0,1,1,0,Business Entity Type 3,,0.720640158,0.320163367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
100136,0,Cash loans,M,Y,N,1,157500,1571931,49356,1435500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.04622,-15949,-239,-1146,-4321,9,1,1,0,1,1,1,Laborers,3,1,1,SUNDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.682016629,,0.5351,0.0118,0.998,0.9728,0.2781,0.68,0.2759,0.6667,0.5,0.0749,0.4194,0.5357,0.0772,0.5209,0.5452,0.0122,0.998,0.9739,0.2807,0.6848,0.2759,0.6667,0.5,0.0766,0.4582,0.5582,0.0778,0.5514,0.5402,0.0118,0.998,0.9732,0.2799,0.68,0.2759,0.6667,0.5,0.0762,0.4267,0.5453,0.0776,0.5318,reg oper spec account,block of flats,0.701,Monolithic,No,0,0,0,0,-2397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100137,0,Cash loans,F,Y,Y,0,225000,891072,45625.5,720000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-20284,365243,-1990,-2556,2,1,0,0,1,0,0,,2,3,3,FRIDAY,8,0,0,0,0,0,0,XNA,0.88648689,0.086719387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100138,0,Cash loans,M,Y,N,0,135000,824823,29223,688500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.04622,-14339,365243,-1104,-4620,5,1,0,0,1,0,0,,2,1,1,TUESDAY,14,0,0,0,0,0,0,XNA,0.667496334,0.607561818,0.572682505,0.3247,,,,,0.56,0.2414,0.625,,,,0.4549,,0.0708,0.3309,,,,,0.5639,0.2414,0.625,,,,0.4739,,0.0749,0.3279,,,,,0.56,0.2414,0.625,,,,0.463,,0.0722,,block of flats,0.481,Panel,No,0,0,0,0,-242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100139,0,Cash loans,F,N,N,1,157500,302341.5,24016.5,261000,Family,Working,Secondary / secondary special,Married,House / apartment,0.010276,-13286,-2305,-6685,-4955,,1,1,0,1,0,1,,3,2,2,WEDNESDAY,10,0,0,0,1,1,0,Business Entity Type 3,0.567775491,0.601408365,0.096318693,0.0897,0.1127,0.9866,0.8164,0.028,0,0.2069,0.1667,0.2083,0.0406,0.0731,0.0898,0,0,0.0914,0.117,0.9866,0.8236,0.0283,0,0.2069,0.1667,0.2083,0.0416,0.0799,0.0936,0,0,0.0906,0.1127,0.9866,0.8189,0.0282,0,0.2069,0.1667,0.2083,0.0413,0.0744,0.0915,0,0,reg oper spec account,block of flats,0.086,Panel,No,6,0,6,0,-1868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
100140,0,Revolving loans,F,N,N,0,157500,675000,33750,675000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-9223,-802,-4067,-505,,1,1,0,1,0,0,High skill tech staff,2,2,2,FRIDAY,9,0,0,0,1,1,0,Business Entity Type 3,0.370342363,0.715860953,,0.0515,0.0557,0.9851,0.796,0.027,0,0.1379,0.1667,0.0417,0.0518,0.042,0.0618,0.1931,0,0.0525,0.0578,0.9851,0.804,0.0272,0,0.1379,0.1667,0.0417,0.0529,0.0459,0.0643,0.1946,0,0.052,0.0557,0.9851,0.7987,0.0271,0,0.1379,0.1667,0.0417,0.0527,0.0428,0.0629,0.1941,0,reg oper account,block of flats,0.0633,"Stone, brick",No,0,0,0,0,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100142,0,Cash loans,M,Y,Y,1,360000,579195,27994.5,468000,"Spouse, partner",State servant,Higher education,Civil marriage,House / apartment,0.018801,-13379,-5387,-6869,-4540,7,1,1,0,1,0,0,High skill tech staff,3,2,2,FRIDAY,11,0,0,0,0,1,1,Transport: type 2,,0.064858278,0.309275356,0.0918,0,0.9836,,,0,0.2069,0.1667,,0,,0.0788,,0.0308,0.0935,0,0.9836,,,0,0.2069,0.1667,,0,,0.0821,,0.0326,0.0926,0,0.9836,,,0,0.2069,0.1667,,0,,0.0802,,0.0314,,block of flats,0.0686,Panel,No,2,0,1,0,-1759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100143,0,Revolving loans,M,N,Y,0,162000,270000,13500,270000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.035792,-22881,-3420,-1481,-4802,,1,1,0,1,0,0,Core staff,2,2,2,TUESDAY,10,0,0,0,0,0,0,Government,0.659404369,0.678124761,0.683268831,0.1732,0.0785,0.994,,,0.24,0.1034,0.4583,,0.2983,,0.1974,,0.0266,0.1765,0.0815,0.994,,,0.2417,0.1034,0.4583,,0.3051,,0.2056,,0.0281,0.1749,0.0785,0.994,,,0.24,0.1034,0.4583,,0.3035,,0.2009,,0.0271,,block of flats,0.161,Block,No,0,0,0,0,-1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100144,0,Cash loans,F,N,N,0,112500,535500,30028.5,535500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.028663,-16759,-4560,-3079,-296,,1,1,0,1,0,0,Sales staff,1,2,2,THURSDAY,17,0,0,0,0,0,0,Self-employed,,0.611636696,,0.0845,0.0651,0.9757,0.6668,0.0506,0,0.1379,0.1667,0.2083,0.0421,0.0605,0.0641,0.0386,0.0241,0.0861,0.0675,0.9757,0.6798,0.051,0,0.1379,0.1667,0.2083,0.043,0.0661,0.0668,0.0389,0.0255,0.0854,0.0651,0.9757,0.6713,0.0509,0,0.1379,0.1667,0.2083,0.0428,0.0616,0.0652,0.0388,0.0246,reg oper account,block of flats,0.0833,Panel,No,9,2,9,0,-1282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100145,0,Cash loans,F,Y,Y,1,202500,260725.5,16789.5,198000,Family,Working,Secondary / secondary special,Separated,House / apartment,0.01885,-16282,-4375,-762,-1494,8,1,1,0,1,0,0,Laborers,2,2,2,TUESDAY,11,0,0,0,0,0,0,Self-employed,0.647044872,0.746486406,0.739411754,0.0928,0.1,0.9801,0.728,0.0463,0,0.2069,0.1667,0.2083,0.0437,0.0756,0.0903,0,0,0.0945,0.1038,0.9801,0.7387,0.0467,0,0.2069,0.1667,0.2083,0.0447,0.0826,0.0941,0,0,0.0937,0.1,0.9801,0.7316,0.0466,0,0.2069,0.1667,0.2083,0.0445,0.077,0.0919,0,0,reg oper spec account,block of flats,0.071,Panel,No,6,0,6,0,-1782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100146,0,Cash loans,M,Y,Y,0,117000,327024,12456,270000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00733,-22959,365243,-1730,-4047,13,1,0,0,1,0,0,,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,,0.282326404,0.75574005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100147,0,Cash loans,F,N,Y,1,135000,518562,22099.5,463500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003813,-16142,-2832,-3440,-3970,,1,1,0,1,0,0,Laborers,3,2,2,SUNDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.684696445,0.410907001,0.73801962,0.1144,0.0775,0.9826,,,0,0.1379,0.1667,,0.063,,0.0654,,0.0242,0.1166,0.0804,0.9826,,,0,0.1379,0.1667,,0.0644,,0.0681,,0.0256,0.1155,0.0775,0.9826,,,0,0.1379,0.1667,,0.0641,,0.0666,,0.0247,,block of flats,0.0567,Panel,No,1,0,1,0,-1198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
100148,0,Cash loans,F,N,Y,0,247500,755190,36459,675000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008575,-16340,-8647,-4182,-4259,,1,1,0,1,0,0,Medicine staff,2,2,2,MONDAY,17,0,0,0,0,0,0,Other,0.617715799,0.660559369,0.211550764,0.0495,0.0623,0.9737,,,0,0.1034,0.125,,0.0486,,,,,0.0504,0.0646,0.9737,,,0,0.1034,0.125,,0.0497,,,,,0.05,0.0623,0.9737,,,0,0.1034,0.125,,0.0495,,,,,,block of flats,0.0318,"Stone, brick",No,0,0,0,0,-2415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100149,0,Cash loans,M,Y,N,0,171000,539590.5,26374.5,445500,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-9203,-481,-1642,-1639,4,1,1,0,1,0,0,Low-skill Laborers,2,2,2,TUESDAY,17,0,0,0,0,0,0,Self-employed,0.053182789,0.164463139,0.092012809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100151,0,Cash loans,M,N,N,0,135000,182016,11772,144000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.019101,-16522,-1451,-4101,-66,,1,1,0,1,0,0,Accountants,1,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.695219137,0.729566691,0.0567,0.0331,0.9791,0.7144,0.0208,0.04,0.0345,0.3333,0.375,0.0256,0.0454,0.0434,0.0039,0.0072,0.0578,0.0343,0.9791,0.7256,0.021,0.0403,0.0345,0.3333,0.375,0.0262,0.0496,0.0452,0.0039,0.0076,0.0573,0.0331,0.9791,0.7182,0.0209,0.04,0.0345,0.3333,0.375,0.0261,0.0462,0.0442,0.0039,0.0073,reg oper account,block of flats,0.0471,"Stone, brick",No,0,0,0,0,-398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100152,0,Cash loans,F,N,Y,0,157500,254412,9720,166500,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.010032,-16083,-2764,-7358,-4654,,1,1,0,1,0,0,Sales staff,2,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,,0.165442073,0.749021705,0.0742,0.0457,0.9821,0.7552,0,0.08,0.069,0.3333,0.375,0,0.0605,0.0783,0,0,0.0756,0.0474,0.9821,0.7648,0,0.0806,0.069,0.3333,0.375,0,0.0661,0.0815,0,0,0.0749,0.0457,0.9821,0.7585,0,0.08,0.069,0.3333,0.375,0,0.0616,0.0797,0,0,reg oper account,block of flats,0.0752,Panel,No,0,0,0,0,-1761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
100153,0,Cash loans,M,Y,Y,0,202500,1107981,32526,967500,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-18413,-1895,-10826,-1947,15,1,1,0,1,0,0,Drivers,2,2,2,SATURDAY,10,0,0,0,0,0,0,Construction,,0.668020435,0.353987608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
100154,0,Revolving loans,M,N,N,0,144000,180000,9000,180000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.030755,-12157,-2995,-4055,-267,,1,1,0,1,0,0,Drivers,2,2,2,THURSDAY,11,0,0,0,0,0,0,Self-employed,0.127392947,0.494961576,0.73801962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100155,0,Cash loans,M,N,N,0,157500,675000,21906,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-11944,-2899,-5812,-2722,,1,1,1,1,1,0,Laborers,2,2,2,THURSDAY,11,0,1,1,0,1,1,Construction,,0.282078347,0.565607981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100156,0,Cash loans,F,Y,N,2,157500,945000,39127.5,945000,Family,Commercial associate,Secondary / secondary special,Married,With parents,0.018209,-14235,-5411,-2248,-5376,65,1,1,0,1,0,0,Medicine staff,4,3,3,THURSDAY,14,0,0,0,0,0,0,Medicine,,0.597822703,0.746300213,0.0289,0.0698,0.9682,0.5648,0.0044,0,0.1034,0.125,0.125,0.0437,0.0202,0.0264,0.0154,0.0326,0.0294,0.0725,0.9682,0.5818,0.0045,0,0.1034,0.125,0.125,0.0447,0.022,0.0275,0.0156,0.0345,0.0291,0.0698,0.9682,0.5706,0.0045,0,0.1034,0.125,0.125,0.0444,0.0205,0.0269,0.0155,0.0333,reg oper account,block of flats,0.0278,"Stone, brick",No,0,0,0,0,-2703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100157,0,Cash loans,M,N,Y,0,180000,1755000,61132.5,1755000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01452,-16086,-1549,-3174,-4584,,1,1,0,1,0,0,,2,2,2,MONDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.867871687,0.147684817,0.669056695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
100158,0,Cash loans,M,N,N,0,180000,590337,27486,477000,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.0228,-12348,-1821,-1909,-4800,,1,1,0,1,1,0,Core staff,2,2,2,WEDNESDAY,12,0,0,0,0,0,0,Culture,,0.683702534,,0.1515,0.0969,0.995,0.9252,0.0289,0.1332,0.1148,0.375,0.4167,0.0184,0.1219,0.1517,0.0077,0.026,0.1345,0.0659,0.9926,0.902,0.0292,0.1208,0.1034,0.375,0.4167,0.0009,0.1166,0.1351,0,0,0.1405,0.1091,0.9945,0.9262,0.0291,0.12,0.1034,0.375,0.4167,0.0009,0.1154,0.1587,0.0039,0.0121,reg oper account,block of flats,0.1178,"Stone, brick",No,0,0,0,0,-2041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100159,0,Cash loans,F,N,Y,0,225000,1515415.5,41800.5,1354500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.003818,-14645,-4027,-7154,-1969,,1,1,1,1,1,0,Sales staff,2,2,2,FRIDAY,3,0,0,0,0,0,0,Trade: type 7,0.545858925,0.571250246,0.789880347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
100160,1,Cash loans,M,N,Y,0,292500,675000,36747,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-16667,-200,-5239,-114,,1,1,1,1,1,0,Managers,2,2,2,FRIDAY,18,1,1,0,1,1,0,Business Entity Type 3,0.320321865,0.631961233,0.289611238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
